Department,course,level,Class,term,percent
RSP,PAW 1209,Undergraduate,Fundamentals of Ice Skating,Fall 13-14,76.7
RSP,PAW 1214,Undergraduate,Fundamentals of Tae Kwon Do,Fall 13-14,
RSP,PAW 1219,Undergraduate,Disc Golf,Fall 13-14,87.5
RSP,PAW 1220,Undergraduate,Trail Running,Fall 13-14,
RSP,PAW 1300,Undergraduate,Aqua Aerobics,Fall 13-14,100
RSP,PAW 1301,Undergraduate,Fundamentals of Swimming,Fall 13-14,73.3
RSP,PAW 1302,Undergraduate,Fundamentals Swim Conditioning,Fall 13-14,40
RSP,PAW 1401,Undergraduate,Fund of Horseback Westen Seat,Fall 13-14,81.2
RSP,PAW 1402,Undergraduate,Int Horseback Western Seat,Fall 13-14,33.3
RSP,PAW 1403,Undergraduate,Adv Horseback Western Seat,Fall 13-14,18.8
RSP,PAW 1410,Undergraduate,Fund of Horseback Hunt Seat,Fall 13-14,50
RSP,PAW 1411,Undergraduate,Int Horseback Hunt Seat,Fall 13-14,0
RSP,PAW 1412,Undergraduate,Adv Horseback Hunt Seat,Fall 13-14,0
RSP,PAW 2180,Undergraduate,Life Guard Training,Fall 13-14,
RSP,PAW 2200,Undergraduate,Water Safety for Instructors,Fall 13-14,
RSP,PAW 2301,Undergraduate,Intermediate Swimming,Fall 13-14,25
RSP,PAW 2801,Undergraduate,Advanced Swimming,Fall 13-14,0
RSP,PAW 3800,Undergraduate,Life Guard Training Instructor,Fall 13-14,
RSP,PETE 1260,Undergraduate,Skill/Fitness for Coaches & PE,Fall 13-14,
RSP,PETE 2000,Undergraduate,Culture and Physical Activity,Fall 13-14,100
RSP,PETE 2020,Undergraduate,Intro to Physical Education,Fall 13-14,
RSP,PETE 2100,Undergraduate,Phys Act and Sport Leadership,Fall 13-14,
RSP,PETE 2330,Undergraduate,Inclusive PA and Sport,Fall 13-14,
RSP,PETE 2400,Undergraduate,Sport and Games I,Fall 13-14,40
RSP,PETE 2401,Undergraduate,Sport and Games II,Fall 13-14,
RSP,PETE 2900,Undergraduate,Special Topics in PETE,Fall 13-14,
RSP,PETE 3090,Undergraduate,Tests and Measurements,Fall 13-14,26.7
RSP,PETE 3100,Undergraduate,Teach Early Child PE,Fall 13-14,16
RSP,PETE 3700,Undergraduate,Teach Adol/Young Adult PE,Fall 13-14,
RSP,PETE 4000,Undergraduate,Curriculum & Instruction fo PE,Fall 13-14,24
RSP,PETE 4050,Undergraduate,Motor Learning,Fall 13-14,
RSP,PETE 4900,Undergraduate,Special Topics in PETE,Fall 13-14,
RSP,PETE 4910,Undergraduate,Internship in PASC,Fall 13-14,
RSP,PETE 4960,Undergraduate,PASC Seminar,Fall 13-14,
RSP,REC 1081,Undergraduate,Sport Rock Climbing,Fall 13-14,20
RSP,REC 1160,Undergraduate,Stand Up Paddleboarding,Fall 13-14,
RSP,REC 1220,Undergraduate,Scuba Diver,Fall 13-14,81.8
RSP,REC 1920,Undergraduate,Adventure Experience Practicum,Fall 13-14,48
RSP,REC 2010,Undergraduate,Rec and Leisure in Society,Fall 13-14,60
RSP,REC 2150,Undergraduate,Outdoor Recreation and Educ,Fall 13-14,100
RSP,REC 2750,Undergraduate,Inclusive Recreation,Fall 13-14,100
RSP,REC 3050,Undergraduate,Rec Areas and Facilities,Fall 13-14,100
RSP,REC 3100,Undergraduate,Recreation Programming,Fall 13-14,100
RSP,REC 3110,Undergraduate,Expedition Planning & Mgmt,Fall 13-14,
RSP,REC 3400,Undergraduate,Environmental Interpretation,Fall 13-14,100
RSP,REC 3460,Undergraduate,Parks & Protected Areas,Fall 13-14,
RSP,REC 3490,Undergraduate,Recreation Administration,Fall 13-14,100
RSP,REC 3550,Undergraduate,Ecotourism,Fall 13-14,
RSP,REC 3620,Undergraduate,Convention & Event Planning,Fall 13-14,
RSP,REC 3700J,Undergraduate,Writing for Recreation Studies,Fall 13-14,
RSP,REC 3930,Undergraduate,Independent Study,Fall 13-14,0
RSP,REC 4050,Undergraduate,Professional Development,Fall 13-14,100
RSP,REC 4100,Undergraduate,Prof Development Seminar Rec,Fall 13-14,
RSP,REC 4430,Undergraduate,Marketing for Recreation,Fall 13-14,
RSP,REC 4450,Undergraduate,Res and Eval Meth Rec/Leis,Fall 13-14,100
RSP,REC 4560,Undergraduate,Ecotourism Destinations,Fall 13-14,
RSP,REC 4600,Undergraduate,Concpts and Iss in Rec Mgt,Fall 13-14,
RSP,REC 4740,Undergraduate,Facilitating the Adventure Exp,Fall 13-14,0
RSP,REC 4800,Undergraduate,Wilderness Literature,Fall 13-14,32
RSP,REC 4850,Undergraduate,Adventure Programming,Fall 13-14,84
RSP,REC 4901,Undergraduate,Special Topics,Fall 13-14,30
RSP,REC 4920,Undergraduate,Practicum,Fall 13-14,0
RSP,T3 4710,Undergraduate,Sport Aesthetics,Fall 13-14,100
TEDU,EDEL 5150,Graduate,Teaching Reading 4th & 5th Grd,Fall 13-14,12
TEDU,EDEL 5370,Graduate,Teaching Math 4th & 5th Grade,Fall 13-14,8
TEDU,EDEL 5480,Graduate,Teaching Science 4th & 5th Grd,Fall 13-14,8
TEDU,EDEL 5560,Graduate,Teaching Soc Studies 4th & 5th,Fall 13-14,12
TEDU,EDSP 5700,Graduate,Nature & Needs Persons Excep,Fall 13-14,72
TEDU,EDSP 5720,Graduate,Career Develop Transition Plan,Fall 13-14,
TEDU,EDSP 5730,Graduate,Assess Special Needs Learners,Fall 13-14,40
TEDU,EDSP 5740,Graduate,Sp Nds Learners Behav Manage,Fall 13-14,48
TEDU,EDSP 5750,Graduate,Collab Curr Consult Co-Teach,Fall 13-14,
TEDU,EDSP 5760,Graduate,Current Issues in Special Ed,Fall 13-14,72
TEDU,EDSP 5770,Graduate,Methods Learners Mod-Intensive,Fall 13-14,
TEDU,EDSP 5790,Graduate,Methods & Mat Learner Mild Mod,Fall 13-14,
TEDU,EDSP 5800,Graduate,Typical & Atyp Early Develop,Fall 13-14,
TEDU,EDSP 5830,Graduate,Method Early Child Spec Educ,Fall 13-14,
TEDU,EDSP 6700,Graduate,Technological Application SpEd,Fall 13-14,
TEDU,EDSP 6720,Graduate,Adv Instructional Adaptations,Fall 13-14,36
TEDU,EDSP 6800,Graduate,Practicum in Mod-Intensive,Fall 13-14,80
TEDU,EDSP 6810,Graduate,Practicum in Mild-Moderate,Fall 13-14,80
TEDU,EDSP 6820,Graduate,Practicum in Early Child Sp Ed,Fall 13-14,60
TEDU,EDSP 6900,Graduate,Special Topics in EDSP,Fall 13-14,
TEDU,EDTE 5100,Graduate,Principles of Curriculum,Fall 13-14,100
TEDU,EDTE 5200,Graduate,Developmental Reading Instruct,Fall 13-14,12.5
TEDU,EDTE 5210,Graduate,Found of Language & Diversity,Fall 13-14,100
TEDU,EDTE 5220,Graduate,Assess/Teach Struggling Reader,Fall 13-14,100
TEDU,EDTE 5240,Graduate,Literature for Child & Adoles,Fall 13-14,100
TEDU,EDTE 5260,Graduate,Content Area Reading,Fall 13-14,35
TEDU,EDTE 5270,Graduate,Phonics & Structure Language,Fall 13-14,100
TEDU,EDTE 5300,Graduate,Problems & Pract in Elem Math,Fall 13-14,15
TEDU,EDTE 5400,Graduate,New Prog & Practice in Science,Fall 13-14,50
TEDU,EDTE 5510,Graduate,Teach Mid Child Social Studies,Fall 13-14,
TEDU,EDTE 5600,Graduate,Adv Studies of Children & Adol,Fall 13-14,
TEDU,EDTE 5900,Graduate,Special Topics in EDTE,Fall 13-14,16.7
TEDU,EDTE 6160,Graduate,Mgmt & Monitor Student Lrng,Fall 13-14,50
TEDU,EDTE 6170,Graduate,Intro to Teaching Portfolio,Fall 13-14,
TEDU,EDTE 6230,Graduate,Coach Teachers in Reading/Lit,Fall 13-14,
TEDU,EDTE 6670,Graduate,Teacher as Action Researcher,Fall 13-14,100
TEDU,EDTE 6900,Graduate,Special Topics in EDTE,Fall 13-14,8.5
TEDU,EDTE 6930,Graduate,Research in Education,Fall 13-14,33.3
TEDU,EDTE 6931,Graduate,Science Meth (BiolChemEarth),Fall 13-14,90
TEDU,EDTE 6932,Graduate,MC Eng Lang Arts Meth,Fall 13-14,
TEDU,EDTE 6932,Graduate,Secondary Eng Lang Arts Meth,Fall 13-14,
TEDU,EDTE 6932L,Graduate,Field Exp Eng Lang Arts Meth,Fall 13-14,
TEDU,EDTE 6940,Graduate,Master's Research Project,Fall 13-14,32.2
TEDU,EDTE 6950,Graduate,Master's Thesis,Fall 13-14,
TEDU,EDTE 6980,Graduate,Intro Teach Sec Social Studies,Fall 13-14,66.7
TEDU,EDTE 7150,Graduate,Theories of Curr & Curr Change,Fall 13-14,
TEDU,EDTE 7160,Graduate,Observe & Assess Instruction,Fall 13-14,
TEDU,EDTE 7300,Graduate,Curriculum in Mathematics Educ,Fall 13-14,15
TEDU,EDTE 7370,Graduate,Piaget's Constructivism,Fall 13-14,
TEDU,EDTE 7400,Graduate,Curriculum Science Education,Fall 13-14,
TEDU,EDTE 7500,Graduate,Inquiry Clarification Soc Stud,Fall 13-14,
TEDU,EDTE 7900,Graduate,Adv Sem in Education Research,Fall 13-14,
TEDU,EDTE 7920,Graduate,Curriculum & Instruction Pract,Fall 13-14,27.3
TEDU,EDTE 8000,Graduate,Adv Dynamics of Human Lrng,Fall 13-14,90
TEDU,EDTE 8020,Graduate,Dynamic of Change in Education,Fall 13-14,
TEDU,EDTE 8040,Graduate,Writing for Publication,Fall 13-14,
TEDU,EDTE 8310,Graduate,Practicum in Mathematics,Fall 13-14,0
TEDU,EDTE 8500,Graduate,Seminar in Social Studies Curr,Fall 13-14,
TEDU,EDTE 8510,Graduate,Sem in Social Studies Research,Fall 13-14,
TEDU,EDTE 8900,Graduate,Special Topics in EDTE,Fall 13-14,12.1
TEDU,EDTE 8923,Graduate,Practicum in Science Education,Fall 13-14,0
TEDU,EDTE 8930,Graduate,Independent Study in Education,Fall 13-14,20
TEDU,EDTE 8940,Graduate,Research in Math Education,Fall 13-14,5
TEDU,EDTE 8941,Graduate,Research in Science Education,Fall 13-14,
TEDU,EDTE 8950,Graduate,Dissertation,Fall 13-14,12.9
TEDU,EDCR 1010,Undergraduate,Democracy and Education,Fall 13-14,70
TEDU,EDCR 2010,Undergraduate,Childhood in America: Elem Sch,Fall 13-14,66.7
TEDU,EDCR 2015,Undergraduate,Childhood in America: High Sch,Fall 13-14,
TEDU,EDCR 2100,Undergraduate,Intro to Democratic Classroom,Fall 13-14,
TEDU,EDCR 3100,Undergraduate,Adv Methods Democratic Clsrm,Fall 13-14,33.3
TEDU,EDCR 4010,Undergraduate,Exhibition in Democratic Educa,Fall 13-14,
TEDU,EDEC 1001,Undergraduate,Intro EarlyChildhood Education,Fall 13-14,100
TEDU,EDEC 1600,Undergraduate,Intro to Child Development,Fall 13-14,100
TEDU,EDEC 2001,Undergraduate,Sophomore Clinical Experience,Fall 13-14,16
TEDU,EDEC 2100,Undergraduate,Children's Literature & Story,Fall 13-14,71.7
TEDU,EDEC 2301,Undergraduate,Emergent Math and Science,Fall 13-14,100
TEDU,EDEC 2400,Undergraduate,Infant-Toddler Ed: Dev & Curr,Fall 13-14,83.3
TEDU,EDEC 2500,Undergraduate,Emergent Literacy and Reading,Fall 13-14,85
TEDU,EDEC 2600,Undergraduate,Global Early Childhood Ed,Fall 13-14,
TEDU,EDEC 2900,Undergraduate,Special Topics in EDEC,Fall 13-14,
TEDU,EDEC 2929,Undergraduate,PK Practicum Seminar,Fall 13-14,
TEDU,EDEC 3002,Undergraduate,Junior Clinical Experiences I,Fall 13-14,25.5
TEDU,EDEC 3003,Undergraduate,Junior Clinical Experiences II,Fall 13-14,
TEDU,EDEC 3110,Undergraduate,Methods of Teach Rdg Grs 1-3,Fall 13-14,76
TEDU,EDEC 3120,Undergraduate,Obser Yng Children for Reading,Fall 13-14,46.7
TEDU,EDEC 3300,Undergraduate,Teaching Children Math P-3,Fall 13-14,51.7
TEDU,EDEC 3400,Undergraduate,Teaching Children Science P-3,Fall 13-14,67.9
TEDU,EDEC 3500,Undergraduate,Teach Early Child Soc Studies,Fall 13-14,63.3
TEDU,EDEC 3610,Undergraduate,Guidance & Management Early Ch,Fall 13-14,100
TEDU,EDEC 3701,Undergraduate,Diversity Early Childhood Ed,Fall 13-14,96
TEDU,EDEC 3801,Undergraduate,Play & Creativity in ECE,Fall 13-14,69.1
TEDU,EDEC 3929,Undergraduate,Practicum Early Childhood Ed,Fall 13-14,
TEDU,EDEC 4100,Undergraduate,Family School and Community,Fall 13-14,56.7
TEDU,EDEC 4200,Undergraduate,Phil & Theories Child Develop,Fall 13-14,70
TEDU,EDEC 4300,Undergraduate,Authentic Assessment in ECE,Fall 13-14,
TEDU,EDEC 4500,Undergraduate,EC Curriculum Princ & Practice,Fall 13-14,
TEDU,EDHP 2010,Undergraduate,Intro to Applied Research,Fall 13-14,
TEDU,EDHP 2700,Undergraduate,Classroom Learning Processes,Fall 13-14,
TEDU,EDHP 2820,Undergraduate,Ideas and Inquiry in Education,Fall 13-14,
TEDU,EDHP 3530,Undergraduate,Issues in Rural Education,Fall 13-14,
TEDU,EDHP 3930J,Undergraduate,Undergrad Research Project,Fall 13-14,
TEDU,EDHP 4010,Undergraduate,Multicultural Field Experienc,Fall 13-14,
TEDU,EDMC 3000,Undergraduate,Intro Middle Childhood Educ,Fall 13-14,93.3
TEDU,EDMC 3010,Undergraduate,Curriculum Develop Mid Child,Fall 13-14,
TEDU,EDMC 3100,Undergraduate,Teaching Mid Child Lang Arts,Fall 13-14,
TEDU,EDMC 3210,Undergraduate,Literature for Middle Child,Fall 13-14,72
TEDU,EDMC 3300,Undergraduate,Teaching Middle Child Math,Fall 13-14,53.3
TEDU,EDMC 3400,Undergraduate,Teaching Midddle Child Science,Fall 13-14,40
TEDU,EDMC 3500,Undergraduate,Teach Mid Child Social Studies,Fall 13-14,
TEDU,EDSE 3500,Undergraduate,Secondary Planning &  Instruct,Fall 13-14,88.3
TEDU,EDSE 3510,Undergraduate,Secondary Teaching & Learning,Fall 13-14,63.7
TEDU,EDSE 4400C,Undergraduate,Secondary Sch Science Methods,Fall 13-14,46.7
TEDU,EDSE 4790,Undergraduate,Intro to Teaching Soc Studies,Fall 13-14,76
TEDU,EDSE 4790L,Undergraduate,Teach Sec Social Studies Field,Fall 13-14,63.3
TEDU,EDSP 2710,Undergraduate,Intro to Special Education,Fall 13-14,98.3
TEDU,EDSP 3550,Undergraduate,Technological Application SpEd,Fall 13-14,80
TEDU,EDSP 3600,Undergraduate,Field Experience SpEd Mild-Mod,Fall 13-14,43.3
TEDU,EDSP 3610,Undergraduate,Field Experience Mod-Intensive,Fall 13-14,76
TEDU,EDSP 3700,Undergraduate,Class Management Special Needs,Fall 13-14,80
TEDU,EDSP 3760,Undergraduate,Methods for Learners Mild-Mod,Fall 13-14,
TEDU,EDSP 3770,Undergraduate,Career Dev Tran Plan Spec Need,Fall 13-14,
TEDU,EDSP 4600,Undergraduate,Field Exp Mild to Moderate,Fall 13-14,
TEDU,EDSP 4610,Undergraduate,Field Exp Moderate-Intensive,Fall 13-14,
TEDU,EDSP 4730,Undergraduate,Current Issues in Special Ed,Fall 13-14,80
TEDU,EDSP 4750,Undergraduate,Methods Learners Mod-Intensive,Fall 13-14,
TEDU,EDSP 4770,Undergraduate,Collab Curr Consult Co-Teach,Fall 13-14,
TEDU,EDSP 4850,Undergraduate,Assess Special Needs Learners,Fall 13-14,80
TEDU,EDTE 1000,Undergraduate,Intro to Teacher Education,Fall 13-14,90.5
TEDU,EDTE 2000,Undergraduate,Learning & Human Development,Fall 13-14,90
TEDU,EDTE 2010,Undergraduate,Char Learnr w/Exceptionalities,Fall 13-14,89.2
TEDU,EDTE 2020,Undergraduate,Field Experience in Education,Fall 13-14,91.7
TEDU,EDTE 2200,Undergraduate,Phonics/Structure of Language,Fall 13-14,100
TEDU,EDTE 2500,Undergraduate,Issues in Global Education,Fall 13-14,
TEDU,EDTE 3250,Undergraduate,Developmental Reading Instruct,Fall 13-14,76
TEDU,EDTE 3710,Undergraduate,Adaptations Early Chld Learner,Fall 13-14,56.7
TEDU,EDTE 3720,Undergraduate,Adaptations Middle Chld Learnr,Fall 13-14,80
TEDU,EDTE 3730,Undergraduate,Adaptations Adoles-Young Adult,Fall 13-14,88.3
TEDU,EDTE 4200,Undergraduate,Tchg Rdg In Content,Fall 13-14,84
TEDU,EDTE 4210,Undergraduate,Rdg Instruct Diag Remed Class,Fall 13-14,84
TEDU,EDTE 4220,Undergraduate,Assess/Teach Struggling Reader,Fall 13-14,0
TEDU,EDTE 4230,Undergraduate,Reading Practicum,Fall 13-14,5
TEDU,EDTE 4900,Undergraduate,Special Topics in EDTE,Fall 13-14,13
C&HE,EDCE 6200,Graduate,Foundations of Counseling,Spr 13-14,
C&HE,EDCE 6220,Graduate,Career Development,Spr 13-14,
C&HE,EDCE 6240,Graduate,Professional School Counseling,Spr 13-14,16.7
C&HE,EDCE 6260,Graduate,Med Psycho Issues- Rehab,Spr 13-14,20
C&HE,EDCE 6290,Graduate,Job Placement Theory and Tech,Spr 13-14,
C&HE,EDCE 6310,Graduate,Appraisal I,Spr 13-14,
C&HE,EDCE 6450,Graduate,Counseling Over the Lifespan,Spr 13-14,70
C&HE,EDCE 6500,Graduate,Group Counseling I,Spr 13-14,66.7
C&HE,EDCE 6550,Graduate,Counseling Theory and Tech,Spr 13-14,
C&HE,EDCE 6620,Graduate,Diag and Treatment Plan,Spr 13-14,56.7
C&HE,EDCE 6750,Graduate,Psychopathology for Counselors,Spr 13-14,
C&HE,EDCE 6810,Graduate,Seminar in Counseling,Spr 13-14,60
C&HE,EDCE 6850,Graduate,Multicultural Education,Spr 13-14,
C&HE,EDCE 6860,Graduate,Multicultural Counseling,Spr 13-14,
C&HE,EDCE 6900,Graduate,Special Topics in EDCE,Spr 13-14,
C&HE,EDCE 6910,Graduate,Field Experience in Counseling,Spr 13-14,1.9
C&HE,EDCE 6914,Graduate,Counseling Internship,Spr 13-14,15
C&HE,EDCE 6915,Graduate,Counseling Internship,Spr 13-14,42.5
C&HE,EDCE 6920,Graduate,Counseling Practicum,Spr 13-14,
C&HE,EDCE 6921,Graduate,Advanced Counseling: School,Spr 13-14,
C&HE,EDCE 6922,Graduate,Adv Prac: Clinical Mental Hlth,Spr 13-14,
C&HE,EDCE 6924,Graduate,Advanced Practicum: Rehab,Spr 13-14,40
C&HE,EDCE 6930,Graduate,Readings and Research in Couns,Spr 13-14,5
C&HE,EDCE 7241,Graduate,Introduction to Play Therapy,Spr 13-14,
C&HE,EDCE 7245,Graduate,Counsel Child and Adolescents,Spr 13-14,
C&HE,EDCE 7320,Graduate,Personality Assessment,Spr 13-14,43.3
C&HE,EDCE 7330,Graduate,Couns Assess of Child and Adol,Spr 13-14,26.7
C&HE,EDCE 7390,Graduate,Family Counseling,Spr 13-14,26.7
C&HE,EDCE 7600,Graduate,Addictions Counseling,Spr 13-14,
C&HE,EDCE 7620,Graduate,Legal Ethic Aspects of Counsel,Spr 13-14,
C&HE,EDCE 7700,Graduate,Brief and Solution Focus Ther,Spr 13-14,
C&HE,EDCE 7701,Graduate,Suicide Essentials,Spr 13-14,
C&HE,EDCE 7703,Graduate,Cognitive Therapy,Spr 13-14,
C&HE,EDCE 7704,Graduate,Counsel Term Ill and HIV/AIDS,Spr 13-14,
C&HE,EDCE 7705,Graduate,Rational Emotive Behav Therapy,Spr 13-14,
C&HE,EDCE 7720,Graduate,Psychiatric Rehabilitation,Spr 13-14,
C&HE,EDCE 8200,Graduate,Adv Sem for Counseling Educ,Spr 13-14,
C&HE,EDCE 8240,Graduate,CE Professional Publications,Spr 13-14,
C&HE,EDCE 8520,Graduate,Advanced Group Counseling,Spr 13-14,33.3
C&HE,EDCE 8550,Graduate,Counseling Theory Advanced,Spr 13-14,26.7
C&HE,EDCE 8590,Graduate,Counselor Supervision,Spr 13-14,
C&HE,EDCE 8600,Graduate,Counselor Education,Spr 13-14,
C&HE,EDCE 8640,Graduate,Mental Health Consultation,Spr 13-14,46.7
C&HE,EDCE 8900,Graduate,Special Topics in EDCE,Spr 13-14,
C&HE,EDCE 8910,Graduate,Internship,Spr 13-14,33.3
C&HE,EDCE 8920,Graduate,Practicum in Counselor Educ,Spr 13-14,5
C&HE,EDCE 8930,Graduate,Adv Read and Rsrch in Counsel,Spr 13-14,3.3
C&HE,EDCE 8950,Graduate,Dissertation,Spr 13-14,16.2
C&HE,EDCE 8990,Graduate,Leadership in Counseling,Spr 13-14,0
C&HE,EDCP 5210,Graduate,Coll Stu Dev: Theory Practice,Spr 13-14,
C&HE,EDCP 5220,Graduate,College Campus/Student Environ,Spr 13-14,
C&HE,EDCP 6300,Graduate,Help Relationship in Higher Ed,Spr 13-14,
C&HE,EDCP 6400,Graduate,Student Affairs Seminar I,Spr 13-14,73.3
C&HE,EDCP 6500,Graduate,Student Affairs Seminar II,Spr 13-14,
C&HE,EDCP 6600,Graduate,Student Affairs Seminar III,Spr 13-14,95
C&HE,EDCP 6900,Graduate,Special Topics in EDCP,Spr 13-14,100
C&HE,EDCP 6920,Graduate,Practicum in Student Affairs,Spr 13-14,100
C&HE,EDCP 7250,Graduate,Adv Student Development,Spr 13-14,
C&HE,EDCP 7430,Graduate,Spec Studies in Stud Dev,Spr 13-14,
C&HE,EDCP 7470C,Graduate,Service-learning,Spr 13-14,
C&HE,EDCP 8210,Graduate,Adv Stu Dev: Theory and Rsrch,Spr 13-14,
C&HE,EDCP 8900,Graduate,Special Topics in EDCP,Spr 13-14,
C&HE,EDHE 6880,Graduate,Higher Educ in United States,Spr 13-14,
C&HE,EDHE 6885,Graduate,Hist/Phil American High Educ,Spr 13-14,100
C&HE,EDHE 6890,Graduate,Legal Issues in Amer Higher Ed,Spr 13-14,100
C&HE,EDHE 6900,Graduate,Special Topics in Higher Educ,Spr 13-14,
C&HE,EDHE 6940,Graduate,Capstone in Higher Ed/Stu Aff,Spr 13-14,100
C&HE,EDHE 7210,Graduate,Diversity in Amer Higher Edu,Spr 13-14,59.5
C&HE,EDHE 7390,Graduate,Amer Comm Colleges,Spr 13-14,
C&HE,EDHE 7780,Graduate,Assessment and Evaluation,Spr 13-14,
C&HE,EDHE 7790,Graduate,Finance/Budgeting in High Educ,Spr 13-14,
C&HE,EDHE 7800,Graduate,The Professoriate,Spr 13-14,
C&HE,EDHE 7810,Graduate,Pract Coll Teaching and Curric,Spr 13-14,
C&HE,EDHE 7820,Graduate,Effect Curr and Tchng Practice,Spr 13-14,
C&HE,EDHE 7830,Graduate,Institutional Research,Spr 13-14,
C&HE,EDHE 7850,Graduate,Org and Gov of Higher Educ,Spr 13-14,
C&HE,EDHE 7860,Graduate,Management in Higher Education,Spr 13-14,82.5
C&HE,EDHE 7880,Graduate,Policy in Higher Education,Spr 13-14,
C&HE,EDHE 7890,Graduate,Advanced Applications for HEd,Spr 13-14,
C&HE,EDHE 7915,Graduate,International Service-Learning,Spr 13-14,
C&HE,EDHE 7920,Graduate,Pract High Educ Admin,Spr 13-14,
C&HE,EDHE 8210,Graduate,Critical Race Theory in HEd,Spr 13-14,
C&HE,EDHE 8900,Graduate,Adv Spec Topics in Higher Educ,Spr 13-14,23.3
C&HE,EDHE 8930,Graduate,Readings and Research in HEd,Spr 13-14,53.3
C&HE,EDHE 8950,Graduate,Dissertation,Spr 13-14,48.6
C&HE,EDCE 2010,Undergraduate,Career and Life Planning,Spr 13-14,35
C&HE,EDCE 4000,Undergraduate,Spec Topics Guid and Counsel,Spr 13-14,93.3
C&HE,EDCE 4100,Undergraduate,Human Relations,Spr 13-14,43.3
C&HE,EDCP 4000,Undergraduate,Special Topics,Spr 13-14,79.6
EDST,EDAD 5900,Graduate,Special Topics in EDAD,Spr 13-14,20
EDST,EDAD 5910,Graduate,Ed Administration Internship I,Spr 13-14,21.7
EDST,EDAD 5911,Graduate,Ed Admin Internship II,Spr 13-14,0
EDST,EDAD 6010,Graduate,Intro Leadership Org Behavior,Spr 13-14,80
EDST,EDAD 6020,Graduate,Structure & Behavior Educ Orgs,Spr 13-14,70
EDST,EDAD 6021,Graduate,The School and Community,Spr 13-14,
EDST,EDAD 6110,Graduate,Educational Law for School Ldr,Spr 13-14,
EDST,EDAD 6210,Graduate,Educational Finance Schl Ldrsh,Spr 13-14,
EDST,EDAD 6310,Graduate,Personnel Administration in Ed,Spr 13-14,93.3
EDST,EDAD 6400,Graduate,The Principalship,Spr 13-14,
EDST,EDAD 6425,Graduate,Role of Principal in Instruct,Spr 13-14,
EDST,EDAD 6610,Graduate,School-Community Relations,Spr 13-14,
EDST,EDAD 6900,Graduate,Special Topics in EDAD,Spr 13-14,
EDST,EDAD 6942,Graduate,Research Educational Admin,Spr 13-14,10
EDST,EDAD 6980,Graduate,Ed Admin Portfolio: Data Gath,Spr 13-14,10.8
EDST,EDAD 7071,Graduate,Comparative Cultures & Educ,Spr 13-14,
EDST,EDAD 7072,Graduate,Education & Development,Spr 13-14,
EDST,EDAD 7073,Graduate,Perspectives Int'l Global Educ,Spr 13-14,
EDST,EDAD 7300,Graduate,Advanced Seminar in Leadership,Spr 13-14,0
EDST,EDAD 7522,Graduate,Education and Development,Spr 13-14,
EDST,EDAD 7523,Graduate,Global Education & Development,Spr 13-14,
EDST,EDAD 7524,Graduate,Global & Trancultural,Spr 13-14,
EDST,EDAD 7525,Graduate,Advanced Comparative Education,Spr 13-14,
EDST,EDAD 7710,Graduate,Community Education,Spr 13-14,
EDST,EDAD 7820,Graduate,Politics/Policy in Education,Spr 13-14,
EDST,EDAD 7900,Graduate,Special Topics in Ed Admin,Spr 13-14,10
EDST,EDAD 7915,Graduate,Adv Sem Ed Leadership I,Spr 13-14,0
EDST,EDAD 7916,Graduate,Adv Sem Ed Leadership II,Spr 13-14,0
EDST,EDAD 8110,Graduate,Legal Aspects of Educ Admin,Spr 13-14,
EDST,EDAD 8800,Graduate,Rural Schools and Communities,Spr 13-14,
EDST,EDAD 8810,Graduate,Organization Education Systems,Spr 13-14,0
EDST,EDAD 8820,Graduate,Politics/Policy in Education,Spr 13-14,80
EDST,EDAD 8900,Graduate,Special Topics in EDAD,Spr 13-14,50
EDST,EDAD 8901,Graduate,Research in Educ Research,Spr 13-14,6.7
EDST,EDAD 8950,Graduate,Dissertation,Spr 13-14,21.5
EDST,EDCS 5010,Graduate,History & Philosophies of Edu,Spr 13-14,93.3
EDST,EDCS 5020,Graduate,Education & Social Change,Spr 13-14,
EDST,EDCS 5030,Graduate,Advanced Philosophy of Educ,Spr 13-14,26.7
EDST,EDCS 5040,Graduate,Soc Politics & Change in Edu,Spr 13-14,
EDST,EDCS 5100,Graduate,Intro Critical Studies in Educ,Spr 13-14,
EDST,EDCS 5110,Graduate,Colloquium Critical Studies Ed,Spr 13-14,
